career_id,career_name,core_skills,interests,personality_fit,description
1262,Video Editor,Audio;Color Grading;Editing;Premiere Pro;Storytelling;Critical Thinking;Time Management,Media;Creativity;Post-Production;Sales;Leadership,ESFJ;ENFP;ESTJ,Edit video content and craft narratives.
1263,Photographer,Client Communication;Composition;Editing;Lighting;Photography;Digital Marketing;Documentation,Media;Creativity;Art;Field,ENFP;INFP,Shoot and edit photos for clients or media.
1264,Music Producer,Arrangement;Collaboration;Mastering;Mixing;Sound Design;PowerPoint;Problem Solving,Music;Creativity;Production;Leadership,ISTJ;ENFP,Produce and polish music tracks.
1265,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Econometrics;Marketing;Writing,Education;Teaching;Mentorship;Leadership,ISFJ;INTP;ENFP;ESTJ,Teach and mentor students at school level.
1266,Professor/Lecturer,Curriculum;Grant Writing;Publications;Research;Teaching;Drafting;Leadership;Quality Control,Education;Research;Teaching;Sales,ENTP;INFJ;INTP,Teach in college and publish research.
1267,Instructional Designer,Assessment;Authoring Tools;Pedagogy;Storyboarding;UX;CAD;Data Analysis,Education;Design;Learning;Teaching,ISTJ;ESTJ;ENFP;ENFJ,Design e-learning materials and curricula.
1268,Sales Manager,CRM;Negotiation;Pipeline;Presentation;Sales Strategy;Logistics,Sales;Business;Leadership,ISTJ;ENFJ,Lead sales teams and manage revenue targets.
1269,Business Development Executive,CRM;Cold Outreach;Follow-ups;Negotiation;Pitching;Clinical Diagnosis;First Aid,Sales;Growth;Client;Teaching;Research,ESFJ;INTP,Acquire new clients and partnerships.
1270,HR Generalist,Compliance;Employee Relations;Excel;Policies;Recruitment;Clinical Diagnosis;Digital Marketing;Quality Control,HR;People;Operations;Compliance,ISTJ;ENFP,Handle HR ops and employee lifecycle.
1271,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;Negotiation;Sourcing;Excel;Risk Management,HR;Hiring;Communication;Leadership,ENTP;ISTJ;ENFP;ESFJ,Find and evaluate candidates for roles.
1272,Operations Manager,Budgeting;KPIs;Process Improvement;Quality;Scheduling;Public Speaking,Operations;Management;Scaling;Compliance,ENTP;ESTJ;ENFP,Run day-to-day operations and improve efficiency.
1273,Supply Chain Manager,Demand Planning;Excel;Inventory;Logistics;Procurement;Statistics,Supply Chain;Logistics;Vendors;Compliance,ISTJ;ENTJ;INTP,Manage end-to-end supply chain.
1274,Logistics Coordinator,Excel;Routing;Tracking;Transportation;Warehouse;Documentation,Logistics;Operations;Vendors;Strategy;Compliance,ESFJ;ISFJ,Coordinate shipments and warehousing.
1275,Procurement Specialist,Compliance;Costing;Negotiation;SAP;Vendor Management;Anatomy;Photography;Rehabilitation,Procurement;Vendors;Cost;Field,ESTJ;INTP,Source goods/services and negotiate deals.
1276,Hotel Manager,Budgeting;Guest Experience;Housekeeping;Operations;Revenue;Data Analysis;Econometrics;Risk Management,Hospitality;Service;Operations;Field,ESFJ;ENTP;INTP,Manage hotel departments and guest satisfaction.
1277,Chef,Cooking;Creativity;Hygiene;Menu Planning;Teamwork;CRM;ERP;Foreign Language,Food;Creativity;Operations;Teaching;Research,ENFP;ESFJ;ESTJ,Prepare dishes and manage kitchen operations.
1278,Event Planner,Budgeting;Coordination;Creativity;Negotiation;Vendor Management;Procurement,Events;Creativity;Ops;Research;Leadership,ENTP;ESTJ,Plan and execute events.
1279,Travel Consultant,Bookings;Customer Service;GDS;Geography;Sales;Counseling;Hospitality;Logistics,Travel;Service;Sales;Operations,ESFJ,Design travel plans and handle bookings.
1280,Architect,3D Modeling;Building Codes;CAD;Presentation;Project Management;Budgeting,Architecture;Design;Construction;Field;Sales,ISFP;ENFP;INTP;ENTP,Design buildings and manage projects.
1281,Civil Engineer,AutoCAD;Contracts;Estimation;QA/QC;Site Management;Marketing;PowerPoint;Research,Construction;Infrastructure;Project;Teaching;Service,ENFP;ESTJ;ISTJ,Plan and oversee civil works.
1282,Environmental Scientist,Data Analysis;GIS;Policy;Reporting;Sampling;Anatomy;Counseling,Environment;Research;Sustainability;Teaching;Sales,ESTJ;ESFJ;ENTP;ISTJ,Study environmental impacts and mitigation.
1283,Agronomist,Crop Management;Extension;Field Trials;Pest Control;Soil Science;Leadership;Procurement;Quality Control,Agriculture;Field;Research;Strategy,ISTJ;ESFJ;ENFP,Optimize crop production and advise farmers.
1284,Social Worker,Community Outreach;Coordination;Counseling;Documentation;Empathy;Public Speaking,NGO;Community;Service;Creativity,ENTP;ENFP;ESFJ;ENFJ,Support individuals and communities.
1285,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Pharmacology;Sales,NGO;Projects;Public;Compliance;Creativity,ENTP;ENFJ;ESFJ;ISTJ,Manage social programs and partnerships.
1286,Sports Coach,Assessment;Coaching;Communication;Fitness;Planning;Accounting;Research;Statistics,Sports;Training;Mentorship;Creativity;Field,ESTJ;ESFJ,Train athletes and plan sessions.
1287,Pilot,Checklists;Communication;Instrumentation;Navigation;Safety;Pharmacology;Policy;Quality Control,Aviation;Safety;Precision;Teaching;Sales,ESFJ;ENFP;ESTJ,Operate aircraft safely and efficiently.
1288,Merchant Navy Officer,Compliance;Navigation;Safety;Teamwork;Watchkeeping;Rehabilitation,Maritime;Operations;Safety;Sales,ENTJ;ESFJ,Operate ships and manage onboard operations.
1289,Investment Analyst,Accounting;Financial Modeling;PowerPoint;Research;Valuation;Event Management;Policy,Markets;Analysis;Strategy;Teaching,ENFP;ENTP;ENTJ;INTP,"Analyze companies, build models, and recommend investments."
1290,Accountant,Accounting;Auditing;Excel;Reconciliation;Taxation;Photography;Supply Chain,Compliance;Reporting;Detail;Strategy,ENFP;INTP;ESTJ,"Prepare financial statements, manage taxes and compliance."
1291,Financial Planner,Advisory;Finance;Risk Management;Sales;Wealth Management;First Aid;Problem Solving;Project Management,Client;Planning;Finance;Operations,ENTP;ESTJ,"Advise clients on investments, insurance, and goals."
1292,Risk Analyst,Compliance;Excel;Risk Management;SQL;Statistics;Sales,Risk;Governance;Data;Compliance,ISTJ;ESTJ;INTP,Quantify and manage financial/operational risks.
1293,Economist,Econometrics;Policy;R;Stata;Writing;Counseling;Statistics,Research;Policy;Data;Service,ESTJ;ESFJ;ISTJ;INTP,Study economic trends and evaluate policies.
1294,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Documentation;Patient Care;Pharmacology;Event Management;Foreign Language;Graphic Design,Healthcare;People;Service,ISFJ;ENFP;INTP;ISTJ,Diagnose and treat common illnesses; coordinate care.
1295,Surgeon,Anatomy;Asepsis;Decision Making;Documentation;Teamwork;PowerPoint;Statistics,Healthcare;Precision;Emergency;Research,ENTJ;ISTJ,Perform surgical procedures and manage perioperative care.
1296,Nurse,Documentation;Medication;Patient Care;Teamwork;Vitals;Photography;Sales,Care;Healthcare;Service;Compliance;Teaching,ESFJ;ISFJ;INTP,Provide nursing care and coordinate with healthcare teams.
1297,Pharmacist,Counseling;Dispensing;Documentation;Pharmacology;Regulations;Logistics;Teamwork,Healthcare;Compliance;Service;Field,ENFP;ISTJ;INTP;ENTP,Dispense medications and advise on safe usage.
1298,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Negotiation;Sales,Care;Movement;Health;Leadership;Operations,ENFP;ISTJ;ENFJ,Help patients recover mobility and function.
1299,Lawyer (Litigation),Case Research;Client Management;Drafting;Law;Negotiation;First Aid;Problem Solving;Risk Management,Law;Advocacy;Strategy;Creativity;Sales,ENFP;ENTP;ISTJ,"Argue cases, draft petitions, and advise clients."
1300,Corporate Lawyer,Company Law;Compliance;Contracts;M&A;Negotiation;CAD;Research;Writing,Law;Business;Strategy;Creativity,ENFP;ISTJ;ESTJ;ENTJ,Draft/negotiates contracts and handle corporate compliance.
1301,Legal Analyst,Case Research;Compliance;Excel;Policy;Writing;Supply Chain,Law;Research;Writing,ESFJ;ESTJ;ISTJ,Research legal issues and support attorneys.
1302,Paralegal,Client Communication;Documentation;Filing;Research;Scheduling;Accounting;CAD;Problem Solving,Law;Support;Detail;Strategy;Leadership,ISTJ;ESTJ,Support lawyers with documentation and prep.
1303,Policy Analyst,Policy;Presentation;Research;Stakeholder Analysis;Statistics,Policy;Research;Public;Field,ESTJ;INTJ;ESFJ;INTP,Evaluate policy options and impacts.
1304,Political Campaign Manager,Budgeting;Communication;Data;Leadership;Strategy;Anatomy;Research;Statistics,Politics;Campaign;Public;Service,ENFJ;ENTJ;INTP;ESFJ,Plan and run political campaigns.
1305,Civil Services Officer,Administration;Law;Management;Negotiation;Writing;Drafting;Hospitality;Problem Solving,Governance;Public;Leadership;Field;Compliance,ISTJ;INTP,Implement policies and manage public programs.
1306,Diplomat/Foreign Service,International Relations;Languages;Negotiation;Protocol;Writing,Policy;International;Public;Research;Field,INTJ;ENTP,Represent the country and negotiate agreements.
1307,Journalist,Editing;Fact-Checking;Multimedia;Reporting;Writing;Anatomy,Media;Storytelling;Public;Field;Research,ESTJ;ENFP,Report news and produce stories.
1308,Video Editor,After Effects;Audio;Color Grading;Editing;Storytelling;Photography;Risk Management,Media;Creativity;Post-Production;Compliance;Research,ENFP;ENTP;INFP,Edit video content and craft narratives.
1309,Photographer,Client Communication;Composition;Editing;Lighting;Portfolio;CRM;Law;Time Management,Media;Creativity;Art;Strategy;Leadership,INFP;ISTJ,Shoot and edit photos for clients or media.
1310,Music Producer,Arrangement;Collaboration;DAW;Mastering;Sound Design;Budgeting;PowerPoint,Music;Creativity;Production;Service;Strategy,ISTJ;ESTJ;ENFP,Produce and polish music tracks.
1311,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;CRM,Education;Teaching;Mentorship;Service;Strategy,ISFJ;ESFJ;ISTJ,Teach and mentor students at school level.
1312,Professor/Lecturer,Grant Writing;Mentoring;Publications;Research;Teaching;Critical Thinking;Leadership;Negotiation,Education;Research;Teaching,INFJ;ENTP;ENFP,Teach in college and publish research.
1313,Instructional Designer,Assessment;Authoring Tools;Pedagogy;Storyboarding;UX;Law;Writing,Education;Design;Learning;Strategy,ENTP;ENFP,Design e-learning materials and curricula.
1314,Sales Manager,CRM;Negotiation;Pipeline;Presentation;Targets;Marketing;Statistics,Sales;Business;Leadership;Teaching,INTP;ISTJ,Lead sales teams and manage revenue targets.
1315,Business Development Executive,CRM;Cold Outreach;Negotiation;Pitching;Prospecting,Sales;Growth;Client;Research,ESTJ,Acquire new clients and partnerships.
1316,HR Generalist,Employee Relations;Excel;Payroll;Policies;Recruitment;Clinical Diagnosis;Photography;Risk Management,HR;People;Operations;Leadership;Strategy,ESTJ;ISTJ;ESFJ;ENFJ,Handle HR ops and employee lifecycle.
1317,Recruiter/Talent Acquisition,ATS;Interviewing;JD Writing;Negotiation;Sourcing;Anatomy,HR;Hiring;Communication;Creativity;Teaching,ENFP;ENTP;ESTJ;ISTJ,Find and evaluate candidates for roles.
1318,Operations Manager,Budgeting;KPIs;Leadership;Quality;Scheduling;Design Thinking;Problem Solving,Operations;Management;Scaling;Teaching,ESTJ;ISTJ,Run day-to-day operations and improve efficiency.
1319,Supply Chain Manager,Excel;Inventory;Logistics;Procurement;SAP;Communication;Marketing;Policy,Supply Chain;Logistics;Vendors;Strategy,ISTJ;ESFJ,Manage end-to-end supply chain.
1320,Logistics Coordinator,Documentation;Routing;Tracking;Transportation;Warehouse;Accounting,Logistics;Operations;Vendors;Compliance,ESTJ;ISFJ,Coordinate shipments and warehousing.
1321,Procurement Specialist,Compliance;Costing;Negotiation;SAP;Vendor Management;PowerPoint,Procurement;Vendors;Cost;Teaching;Compliance,ISTJ;ESTJ,Source goods/services and negotiate deals.
1322,Hotel Manager,Budgeting;Front Office;Housekeeping;Operations;Revenue;Clinical Diagnosis;Critical Thinking;Foreign Language,Hospitality;Service;Operations;Sales;Research,ISTJ;ESTJ,Manage hotel departments and guest satisfaction.
1323,Chef,Cooking;Hygiene;Inventory;Menu Planning;Teamwork;Customer Service;Policy,Food;Creativity;Operations;Strategy,ENTP;INTP,Prepare dishes and manage kitchen operations.
1324,Event Planner,Budgeting;Coordination;Creativity;Logistics;Negotiation;Communication,Events;Creativity;Ops;Service;Teaching,ISTJ;ENFP;ENTP;ESFJ,Plan and execute events.
1325,Travel Consultant,Bookings;GDS;Geography;Itineraries;Sales;CRM,Travel;Service;Sales;Creativity,ENTP;ESTJ;ESFJ,Design travel plans and handle bookings.
1326,Architect,3D Modeling;Building Codes;CAD;Presentation;Project Management;Time Management,Architecture;Design;Construction;Field,ISFP;INTP;INTJ,Design buildings and manage projects.
1327,Civil Engineer,Contracts;Estimation;QA/QC;Site Management;Structures;Accounting;Anatomy;ERP,Construction;Infrastructure;Project;Service,ENTP;ESTJ,Plan and oversee civil works.
1328,Environmental Scientist,Field Work;GIS;Policy;Reporting;Sampling;Customer Service;Econometrics;Teamwork,Environment;Research;Sustainability;Operations,INFJ;INTP,Study environmental impacts and mitigation.
1329,Agronomist,Crop Management;Extension;Field Trials;Pest Control;Soil Science;Anatomy;Leadership;Research,Agriculture;Field;Research;Teaching,ISFJ;ESFJ;ENFP;ISTJ,Optimize crop production and advise farmers.
1330,Social Worker,Casework;Community Outreach;Coordination;Counseling;Empathy;Graphic Design,NGO;Community;Service;Creativity;Sales,INFJ;ISTJ;ESTJ,Support individuals and communities.
1331,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Documentation,NGO;Projects;Public;Strategy;Field,ENFJ;ESTJ,Manage social programs and partnerships.
1332,Sports Coach,Assessment;Communication;Fitness;Motivation;Planning;Customer Service;Design Thinking;PowerPoint,Sports;Training;Mentorship;Sales;Operations,ESTJ;ENFJ;ISTJ,Train athletes and plan sessions.
1333,Pilot,Aviation;Checklists;Instrumentation;Navigation;Safety;Rehabilitation;Teamwork,Aviation;Safety;Precision;Operations,INTP;ESTJ,Operate aircraft safely and efficiently.
1334,Merchant Navy Officer,Compliance;Engine Ops;Safety;Teamwork;Watchkeeping;Design Thinking;Marketing;PowerPoint,Maritime;Operations;Safety;Field;Teaching,ESTJ;INTP,Operate ships and manage onboard operations.
1335,Investment Analyst,Finance;PowerPoint;Presentation;Research;Valuation;Clinical Diagnosis;Project Management,Markets;Analysis;Strategy;Teaching;Compliance,ENTJ;INTJ;ENTP;ENFP,"Analyze companies, build models, and recommend investments."
1336,Accountant,Compliance;Excel;Reconciliation;Reporting;Taxation;Photography,Compliance;Reporting;Detail;Teaching,ESFJ;ENFP;ISTJ,"Prepare financial statements, manage taxes and compliance."
1337,Financial Planner,Advisory;Communication;Excel;Finance;Risk Management;CRM;Problem Solving,Client;Planning;Finance;Field,ENFJ;ESFJ,"Advise clients on investments, insurance, and goals."
1338,Risk Analyst,Excel;Governance;Reporting;SQL;Statistics;Clinical Diagnosis;Leadership;Policy,Risk;Governance;Data;Field,ISTJ;ENTP,Quantify and manage financial/operational risks.
1339,Economist,Policy;R;Stata;Statistics;Writing;Marketing;Photography,Research;Policy;Data;Teaching;Creativity,INFJ;ENFP;INTP,Study economic trends and evaluate policies.
1340,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Documentation;Pharmacology;Budgeting;CRM;Rehabilitation,Healthcare;People;Service;Sales;Compliance,ESTJ;ESFJ;ISFJ,Diagnose and treat common illnesses; coordinate care.
1341,Surgeon,Anatomy;Asepsis;Documentation;Surgery;Teamwork;Design Thinking;PowerPoint;Public Speaking,Healthcare;Precision;Emergency;Leadership;Operations,ESTJ;ENTJ;ESFJ;ENTP,Perform surgical procedures and manage perioperative care.
1342,Nurse,Documentation;Medication;Patient Care;Teamwork;Vitals;Critical Thinking;Econometrics;Quality Control,Care;Healthcare;Service;Teaching;Research,ESFJ;ENTP;ENFP;ISFJ,Provide nursing care and coordinate with healthcare teams.
1343,Pharmacist,Dispensing;Documentation;Inventory;Pharmacology;Regulations;Anatomy;Video Editing,Healthcare;Compliance;Service;Teaching;Field,ISTJ;ENTP;INTJ,Dispense medications and advise on safe usage.
1344,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Communication;Teamwork;Video Editing,Care;Movement;Health;Sales,ENTP;ENFP,Help patients recover mobility and function.
1345,Lawyer (Litigation),Case Research;Client Management;Drafting;Law;Public Speaking;Finance,Law;Advocacy;Strategy;Service,INTJ;ESTJ;ENFP;ENTJ,"Argue cases, draft petitions, and advise clients."
1346,Corporate Lawyer,Company Law;Compliance;Contracts;Drafting;Negotiation;Event Management;Logistics,Law;Business;Strategy;Operations,ENFP;ISTJ;ESFJ,Draft/negotiates contracts and handle corporate compliance.
